year,selling_price,km_driven,fuel_Diesel,fuel_Electric,fuel_LPG,fuel_Petrol,seller_type_Individual,seller_type_Trustmark Dealer,transmission_Manual,owner_Fourth & Above Owner,owner_Second Owner,owner_Test Drive Car,owner_Third Owner
2019,900000,20000,True,False,False,False,True,False,True,False,False,False,False
2014,450000,99117,True,False,False,False,False,False,True,False,False,False,False
2009,135000,90000,False,False,False,True,True,False,True,False,False,False,False
2019,425000,3700,False,False,False,True,True,False,True,False,False,False,False
2010,100000,80000,True,False,False,False,True,False,True,False,False,False,False
2015,650000,100000,True,False,False,False,True,False,True,False,True,False,False
2011,90000,54000,True,False,False,False,True,False,True,False,False,False,False
2017,250000,19000,False,False,False,True,True,False,True,False,False,False,False
2014,300000,120000,True,False,False,False,True,False,True,False,False,False,False
2014,275000,30000,False,False,False,True,True,False,True,False,False,False,False
2017,600000,43500,False,False,False,True,True,False,True,False,False,False,False
2016,270000,60000,False,False,False,True,True,False,True,False,True,False,False
2016,240000,70000,False,False,False,True,True,False,True,False,True,False,False
2014,1200000,135000,True,False,False,False,True,False,False,False,False,False,True
2012,160000,50000,True,False,False,False,True,False,True,False,False,False,False
2018,790000,19571,True,False,False,False,False,False,True,False,False,False,False
2018,1200000,29600,False,False,False,True,False,False,True,False,False,False,False
2011,175000,70000,False,False,False,True,True,False,True,False,False,False,False
2018,950000,15000,True,False,False,False,True,False,False,False,False,False,False
2019,340000,50000,False,False,False,True,True,False,True,False,False,False,False
2017,825000,13500,True,False,False,False,True,False,True,False,False,False,False
2018,3100000,22000,False,False,False,True,True,False,False,False,False,False,False
2018,780000,25000,True,False,False,False,False,False,True,False,False,False,False
2010,350000,80000,False,False,False,True,True,False,False,False,False,False,True
2018,690000,39000,False,False,False,True,False,False,True,False,False,False,False
2016,245000,60000,False,False,False,True,True,False,True,False,False,False,False
2018,790000,49000,True,False,False,False,False,False,True,False,False,False,False
2018,680000,48600,False,False,False,True,False,False,True,False,False,False,False
2017,540000,20000,False,False,False,True,True,False,True,False,True,False,False
2016,425000,25000,False,False,False,True,True,False,True,False,False,False,False
2008,140000,120000,False,False,False,True,True,False,True,False,False,False,False
2019,1100000,30000,True,False,False,False,True,False,True,False,False,False,False
2015,715000,35000,True,False,False,False,True,False,True,False,False,False,False
2013,370000,90000,False,False,False,True,True,False,True,False,False,False,False
2007,175000,80000,True,False,False,False,True,False,True,False,True,False,False
1998,1000000,35000,False,False,False,True,True,False,False,False,True,False,False
2013,92800,25000,False,False,False,True,True,False,True,False,True,False,False
2014,291000,90000,True,False,False,False,True,False,True,False,False,False,False
2013,92800,25000,False,False,False,True,True,False,True,False,True,False,False
2016,350000,20000,False,False,False,True,True,False,True,False,False,False,False
1998,65000,60000,False,False,False,True,False,False,True,False,False,False,True
2015,650000,58000,True,False,False,False,True,False,True,False,False,False,False
2014,350000,40000,False,False,False,True,False,False,True,False,False,False,False
2005,75000,70000,False,False,False,True,True,False,True,False,True,False,False
2012,440000,70000,True,False,False,False,False,False,True,False,False,False,False
2013,270000,60000,False,False,False,True,True,False,True,False,False,False,False
2014,1150000,135000,True,False,False,False,False,False,True,False,False,False,False
2015,238000,70000,False,False,False,True,False,False,True,False,False,False,False
2013,1100000,40000,False,False,False,True,True,False,False,False,True,False,False
2015,1200000,75000,True,False,False,False,False,False,True,False,True,False,False
2010,260000,150000,True,False,False,False,True,False,True,False,False,False,False
2012,350000,140000,True,False,False,False,True,False,True,False,False,False,True
2015,480000,70000,True,False,False,False,True,False,True,False,False,False,False
2012,345000,137250,True,False,False,False,True,False,True,False,True,False,False
2013,500000,110000,True,False,False,False,True,False,True,False,True,False,False
2017,595000,27000,False,False,False,True,False,False,True,False,False,False,False
2019,1295000,9000,True,False,False,False,False,False,True,False,False,False,False
2019,1350000,5400,True,False,False,False,False,False,True,False,False,True,False
2020,541000,1000,False,False,False,True,False,False,True,False,False,True,False
2018,515000,16000,False,False,False,True,False,False,True,False,False,False,False
2019,894999,13000,True,False,False,False,False,False,True,False,False,True,False
2012,325000,47000,True,False,False,False,False,False,True,False,False,False,False
2018,925000,22000,False,False,False,True,True,False,True,False,False,False,False
2017,844999,30000,False,False,False,True,True,False,True,False,False,False,False
2018,925000,20000,False,False,False,True,True,False,True,False,False,False,False
2013,300000,60000,True,False,False,False,True,False,True,False,False,False,False
2008,650000,75000,False,False,False,True,True,False,True,False,True,False,False
2010,175000,64000,False,False,False,True,False,False,True,False,False,False,False
2015,325000,80000,True,False,False,False,True,False,True,False,False,False,False
2017,600000,90000,True,False,False,False,True,False,True,False,False,False,False
2018,700000,30000,False,False,False,True,True,False,True,False,False,False,False
2003,95000,120000,False,False,False,True,True,False,False,False,True,False,False
2019,490000,20000,False,False,False,True,False,False,True,False,False,False,False
2013,380000,100000,True,False,False,False,True,False,True,False,False,False,False
2018,550000,31000,False,False,False,True,False,False,True,False,False,False,False
2013,225000,47000,False,False,False,True,False,False,True,False,False,False,False
2018,570000,11200,False,False,False,True,True,False,True,False,False,False,False
2018,305000,35000,False,False,False,True,False,False,True,False,False,False,False
2010,240000,50000,False,False,True,False,False,False,True,False,False,False,False
2015,700000,55000,True,False,False,False,False,False,True,False,False,False,False
2018,288000,20000,False,False,False,True,False,False,True,False,False,False,False
2017,800000,75000,True,False,False,False,False,False,True,False,False,False,False
2017,430000,93000,False,False,False,True,False,False,True,False,False,False,False
2009,195000,57000,True,False,False,False,False,False,True,False,True,False,False
2014,325000,30000,False,False,False,True,False,False,True,False,False,False,False
2013,450000,73000,True,False,False,False,False,False,True,False,False,False,False
2016,630000,65000,True,False,False,False,False,False,True,False,False,False,False
2009,250000,62000,False,False,False,True,False,False,True,False,True,False,False
2007,135000,85000,False,False,False,True,False,False,True,False,False,False,False
2010,110000,73000,False,False,False,True,True,False,True,False,False,False,False
2012,350000,55000,True,False,False,False,False,False,True,False,False,False,False
2016,240000,5800,False,False,False,True,True,False,True,False,True,False,False
2009,350000,350000,True,False,False,False,True,False,True,False,False,False,False
2018,600000,30000,False,False,False,True,True,False,True,False,False,False,False
2018,750000,20000,True,False,False,False,True,False,True,False,False,False,False
2018,270000,20000,False,False,False,True,True,False,True,False,False,False,False
2007,90000,100000,False,False,False,True,True,False,True,False,True,False,False
2013,350000,65000,False,False,False,True,True,False,True,False,False,False,False
2013,285000,90000,True,False,False,False,True,False,True,False,True,False,False
2011,665000,267000,True,False,False,False,True,False,True,False,True,False,False
2005,175000,250000,True,False,False,False,True,False,True,False,True,False,False
2011,350000,140000,True,False,False,False,True,False,True,False,True,False,False
2018,1225000,22000,False,False,False,True,False,False,False,False,False,False,False
2010,285000,60000,False,False,False,True,False,False,True,False,True,False,False
2018,1000000,28635,False,False,False,True,False,False,True,False,False,False,False
2018,780000,32114,True,False,False,False,False,False,True,False,False,False,False
2014,300000,82000,False,False,False,True,False,False,True,False,True,False,False
2006,160000,95149,False,False,False,True,False,False,True,False,True,False,False
2018,625000,68458,False,False,False,True,False,False,True,False,False,False,False
2010,265000,42000,False,False,False,True,True,False,True,False,False,False,False
2014,515000,90000,True,False,False,False,True,False,True,False,True,False,False
2016,210000,30000,False,False,False,True,True,False,True,False,False,False,False
2009,140000,80000,False,False,False,True,True,False,True,False,True,False,False
2015,940000,128000,True,False,False,False,True,False,True,False,False,False,False
2013,750000,80000,True,False,False,False,True,False,True,False,False,False,False
2016,610000,100000,True,False,False,False,True,False,True,False,False,False,False
2015,450000,50000,True,False,False,False,True,False,True,False,False,False,False
2012,409999,56000,True,False,False,False,True,False,True,False,False,False,False
2018,100000,21302,False,False,False,True,True,False,True,False,False,False,False
2016,650000,100000,True,False,False,False,True,False,True,False,False,False,False
2017,650000,80000,True,False,False,False,True,False,True,False,False,False,False
2010,150000,105546,False,False,False,True,True,False,True,False,False,False,False
2018,500000,10000,False,False,False,True,True,False,True,False,False,False,False
2012,1000000,80000,True,False,False,False,True,False,True,False,True,False,False
2013,340000,35000,False,False,False,True,True,False,True,False,False,False,False
2019,800000,11240,False,False,False,True,True,False,True,False,False,False,False
2013,1010000,120000,True,False,False,False,True,False,True,False,False,False,False
2011,350000,120000,True,False,False,False,True,False,True,False,False,False,True
2016,595000,70000,True,False,False,False,True,False,True,False,False,False,False
2014,700000,130000,True,False,False,False,True,False,True,False,False,False,True
2019,265000,40000,False,False,False,True,True,False,True,False,False,False,False
2015,320000,60000,False,False,False,True,True,False,True,False,True,False,False
2011,310000,110000,False,False,False,True,True,False,True,False,False,False,False
2014,700000,130000,True,False,False,False,True,False,True,False,False,False,False
2009,130000,80000,False,False,False,True,True,False,True,False,True,False,False
2009,150000,120000,True,False,False,False,True,False,True,False,True,False,False
2015,300000,104000,True,False,False,False,True,False,True,False,True,False,False
2011,150000,100000,False,False,False,True,True,False,True,False,True,False,False
2003,120000,132343,False,False,False,True,True,False,True,False,True,False,False
2016,950000,90000,True,False,False,False,True,False,True,False,True,False,False
2007,100000,60000,False,False,False,True,True,False,True,False,True,False,False
2015,450000,76000,True,False,False,False,True,False,True,False,False,False,False
2004,30000,60000,False,False,False,True,True,False,True,False,False,False,True
2009,200000,30000,False,False,False,True,True,False,True,False,True,False,False
2010,250000,96000,True,False,False,False,True,False,True,False,True,False,False
2018,1300000,10000,True,False,False,False,True,False,True,False,False,False,False
2017,425000,36000,True,False,False,False,False,False,True,False,False,False,False
2017,550000,12997,True,False,False,False,False,False,True,False,False,False,False
2017,500000,40000,False,False,False,True,True,False,False,False,False,False,False
2018,1150000,26430,True,False,False,False,False,False,True,False,False,False,False
2015,475000,24600,False,False,False,True,False,False,True,False,False,False,False
2011,260000,28481,False,False,False,True,False,False,True,False,False,False,False
2013,350000,100000,False,False,False,True,True,False,True,False,False,False,False
2013,750000,41988,True,False,False,False,False,False,True,False,False,False,False
2009,180000,30375,False,False,False,True,False,False,True,False,False,False,False
2017,350000,7658,False,False,False,True,False,False,False,False,False,False,False
2017,611000,34400,True,False,False,False,False,False,True,False,False,False,False
2017,325000,18500,False,False,False,True,False,False,True,False,False,False,False
2015,280000,26134,False,False,False,True,False,False,True,False,False,False,False
2014,300000,28942,False,False,False,True,False,False,False,False,False,False,False
2012,711000,53600,True,False,False,False,False,False,True,False,False,False,False
2015,851000,53652,True,False,False,False,False,False,True,False,False,False,False
2011,260000,52895,True,False,False,False,False,False,True,False,False,False,False
2013,550000,42324,True,False,False,False,False,False,True,False,True,False,False
2016,1044999,65000,True,False,False,False,False,False,True,False,False,False,False
2012,550000,60236,True,False,False,False,False,False,True,False,False,False,False
2014,210000,70000,False,False,False,True,True,False,True,False,True,False,False
2014,210000,70000,False,False,False,True,True,False,True,False,False,False,True
2009,290000,100000,True,False,False,False,True,False,True,False,True,False,False
2008,250999,110000,True,False,False,False,True,False,True,False,False,False,False
2019,600000,10300,False,False,False,True,True,False,True,False,False,False,False
2014,270000,120000,True,False,False,False,True,False,True,False,True,False,False
2012,550000,142000,True,False,False,False,True,False,True,False,False,False,False
2017,800000,25000,True,False,False,False,True,False,True,False,False,False,False
2020,500000,5000,False,False,False,True,True,False,True,False,False,False,False
2016,535000,52600,True,False,False,False,True,False,True,False,False,False,False
2016,396000,28643,False,False,False,True,False,False,True,False,False,False,False
2014,600000,50000,True,False,False,False,True,False,True,False,False,False,False
2019,575000,30000,False,False,False,True,False,False,True,False,False,False,False
2020,520000,5000,False,False,False,True,True,False,True,False,False,False,False
2018,1400000,30000,True,False,False,False,True,False,False,False,False,False,False
2018,600000,7600,False,False,False,True,True,False,False,False,False,False,False
2013,195000,47253,True,False,False,False,False,False,True,False,False,False,False
2015,281000,4432,False,False,False,True,False,False,False,False,True,False,False
2010,75000,110000,False,False,False,True,True,False,True,False,True,False,False
2014,400000,25000,False,False,False,True,True,False,True,False,False,False,False
2009,93000,70000,True,False,False,False,True,False,True,False,True,False,False
2016,560000,68523,False,False,False,True,False,False,True,False,False,False,False
2019,400000,5000,False,False,False,True,True,False,True,False,False,False,False
2018,459999,40000,False,False,False,True,True,False,True,False,False,False,False
2017,450000,43000,True,False,False,False,True,False,True,False,False,False,False
2010,88000,80251,False,False,False,False,False,False,True,False,True,False,False
2010,250000,34500,False,False,False,True,True,False,True,False,True,False,False
2000,22000,42743,False,False,False,True,False,False,True,False,False,False,True
2013,130000,93900,True,False,False,False,True,False,True,False,True,False,False
2004,79000,80000,False,False,False,True,True,False,True,False,False,False,False
2012,120000,110000,True,False,False,False,True,False,True,False,False,False,False
2011,1700000,100000,True,False,False,False,True,False,False,False,True,False,False
2012,300000,25000,True,False,False,False,True,False,True,False,False,False,False
2012,300000,25000,True,False,False,False,True,False,True,False,False,False,False
2009,145000,25000,False,False,False,True,True,False,True,False,False,False,False
2019,3200000,20000,True,False,False,False,True,False,False,False,False,False,False
2013,240000,10000,False,False,False,True,True,False,True,False,False,False,False
2018,700000,30000,True,False,False,False,True,False,True,False,False,False,False
2010,145000,110000,False,False,False,True,True,False,True,False,True,False,False
2014,535000,80000,True,False,False,False,True,False,True,False,True,False,False
2016,420000,21000,False,False,False,True,True,False,True,False,False,False,False
2016,350000,20000,False,False,False,True,True,False,True,False,False,False,False
2015,550000,32000,True,False,False,False,True,False,True,False,False,False,False
2007,750000,180000,True,False,False,False,True,False,True,False,False,False,False
2012,198000,70000,True,False,False,False,True,False,True,False,True,False,False
2013,420000,50000,True,False,False,False,True,False,True,False,False,False,False
2013,420000,50000,True,False,False,False,True,False,True,False,False,False,False
2004,195000,120000,True,False,False,False,True,False,True,False,False,False,False
2012,150000,55766,False,False,False,True,True,False,True,False,True,False,False
2011,275000,40000,False,False,False,True,True,False,True,False,True,False,False
2001,65000,60000,False,False,False,True,True,False,True,False,False,False,True
2008,200000,50000,False,False,False,True,True,False,True,False,False,False,False
2010,250000,110000,True,False,False,False,True,False,True,False,True,False,False
2013,450000,1000,True,False,False,False,False,False,True,False,True,False,False
2018,590000,26350,True,False,False,False,False,False,True,False,False,False,False
2012,225000,110000,False,False,False,True,True,False,True,False,True,False,False
2015,225000,68745,True,False,False,False,False,False,True,False,False,False,False
2006,165000,132000,False,False,False,True,True,False,True,False,False,False,False
2019,860000,35000,True,False,False,False,True,False,True,False,False,False,False
2016,900000,47000,True,False,False,False,True,False,True,False,False,False,False
2013,182000,100000,True,False,False,False,True,False,True,False,False,False,False
2010,100000,80000,True,False,False,False,True,False,True,False,False,False,False
2006,100000,40000,False,False,False,True,True,False,True,False,True,False,False
2017,375000,27289,False,False,False,True,False,False,False,False,False,False,False
2018,525000,10980,False,False,False,True,False,False,False,False,False,False,False
2016,320000,24662,False,False,False,True,False,False,True,False,False,False,False
2013,525000,37000,True,False,False,False,False,False,True,False,False,False,False
2014,650000,28245,True,False,False,False,False,False,True,False,False,False,False
2017,575000,27005,True,False,False,False,False,False,True,False,False,False,False
2014,355000,39227,False,False,False,True,False,False,True,False,False,False,False
2016,470000,31367,True,False,False,False,False,False,True,False,False,False,False
2008,221000,35008,False,False,False,True,False,False,True,False,False,False,False
2009,195000,27005,False,False,False,True,False,False,True,False,False,False,False
2001,85000,86000,False,False,False,True,True,False,True,False,True,False,False
2013,400000,50000,True,False,False,False,True,False,True,False,False,False,False
2017,650000,20000,True,False,False,False,True,False,True,False,False,False,False
2010,400000,50000,False,False,False,True,True,False,True,False,False,False,False
2012,295000,80000,True,False,False,False,True,False,True,False,True,False,False
2006,60000,135000,False,False,True,False,True,False,True,True,False,False,False
2003,110000,120000,True,False,False,False,True,False,True,False,False,False,True
2015,550000,113600,True,False,False,False,True,False,True,False,False,False,False
2008,190000,70000,False,False,False,True,True,False,True,False,False,False,True
2018,861999,20000,True,False,False,False,False,False,True,False,False,False,False
2018,782000,14000,False,False,False,True,False,False,True,False,False,False,False
2018,836000,26000,True,False,False,False,False,False,True,False,False,False,False
2016,696000,138925,False,False,False,True,False,False,True,False,False,False,False
2016,596000,121764,True,False,False,False,False,False,True,False,False,False,False
2016,612000,105429,False,False,False,True,False,False,True,False,False,False,False
2015,114999,35000,False,False,False,True,True,False,True,False,False,False,False
2017,340000,60000,True,False,False,False,True,False,True,False,False,False,False
2020,550000,5000,False,False,False,True,True,False,True,False,False,False,False
2008,114999,70000,False,False,False,True,True,False,True,False,False,False,True
2000,105000,80000,False,False,False,True,True,False,True,False,False,False,False
2019,890000,20000,True,False,False,False,True,False,True,False,False,False,False
2019,715000,8000,False,False,False,True,True,False,True,False,False,False,False
2014,525000,54000,False,False,False,True,False,False,True,False,True,False,False
2012,735000,55300,True,False,False,False,False,False,False,False,False,False,False
2016,495000,11958,False,False,False,True,False,False,True,False,False,False,False
2017,1025000,9000,False,False,False,True,False,False,True,False,False,False,False
2015,750000,70000,True,False,False,False,True,False,True,False,False,False,False
2013,600000,120000,True,False,False,False,True,False,True,False,False,False,False
2014,475000,23122,False,False,False,True,False,False,True,False,True,False,False
2007,80000,58000,False,False,False,True,False,False,True,False,True,False,False
2013,325000,62200,True,False,False,False,False,False,True,False,False,False,False
2014,1470000,34000,True,False,False,False,False,False,False,False,True,False,False
2015,350000,53000,True,False,False,False,True,False,True,False,True,False,False
2013,2800000,49000,True,False,False,False,False,False,False,False,False,False,False
2017,210000,15000,False,False,False,True,False,False,True,False,True,False,False
2012,349000,44500,True,False,False,False,False,False,True,False,True,False,False
2013,450000,50000,False,False,False,True,True,False,True,False,False,False,False
2013,1150000,53000,True,False,False,False,False,False,False,False,False,False,False
2009,210000,63500,False,False,False,True,False,False,False,False,False,False,False
2018,4500000,9800,False,False,False,True,False,False,False,False,False,False,False
2017,825000,13599,False,False,False,True,False,False,False,False,False,False,False
2017,2750000,13000,True,False,False,False,True,False,False,False,False,False,False
2012,160000,110000,True,False,False,False,True,False,True,False,False,False,False
2014,550000,100000,True,False,False,False,True,False,True,False,True,False,False
2006,95000,110000,False,False,False,True,True,False,True,False,False,False,True
2014,725000,90000,True,False,False,False,True,False,True,False,True,False,False
2019,670000,17000,False,False,False,True,True,False,True,False,False,False,False
2008,65000,140000,False,False,False,True,True,False,True,False,False,False,False
2015,500000,50000,True,False,False,False,True,False,True,False,True,False,False
2017,600000,53000,False,False,False,True,True,False,True,False,False,False,False
2017,350000,70000,False,False,False,True,True,False,True,False,True,False,False
2012,200000,70000,True,False,False,False,True,False,True,False,True,False,False
2008,110000,154000,True,False,False,False,True,False,True,False,False,False,True
2012,150000,80000,False,False,False,True,True,False,True,False,False,False,False
2003,75000,110000,True,False,False,False,True,False,True,False,True,False,False
2013,350000,90000,True,False,False,False,True,False,True,False,True,False,False
2018,1700000,15000,True,False,False,False,True,False,True,False,False,False,False
2011,890000,86000,True,False,False,False,True,False,False,False,True,False,False
2014,500000,120000,True,False,False,False,True,False,True,False,False,False,False
2019,600000,5200,False,False,False,True,True,False,True,False,False,False,False
2010,99000,60000,False,False,False,True,True,False,True,False,True,False,False
2011,235000,46000,False,False,False,True,True,False,True,False,False,False,False
2006,75000,40000,False,False,False,True,True,False,True,False,True,False,False
2014,600000,90000,True,False,False,False,True,False,True,False,True,False,False
2019,1000000,25000,True,False,False,False,True,False,True,False,True,False,False
2012,390000,90000,True,False,False,False,True,False,True,False,False,False,False
2015,600000,70000,True,False,False,False,True,False,True,False,False,False,False
2017,600000,70000,False,False,False,True,True,False,True,False,True,False,False
2019,730000,35000,True,False,False,False,True,False,True,False,True,False,False
2017,450000,12700,False,False,False,True,True,False,False,False,False,False,False
2011,250000,80000,True,False,False,False,True,False,True,False,False,False,False
2018,1400000,20000,True,False,False,False,True,False,True,False,False,False,False
2018,300000,20000,False,False,False,True,True,False,True,False,False,False,False
2017,800000,19000,False,False,False,True,True,False,True,False,False,False,False
2009,125000,95000,True,False,False,False,True,False,True,False,True,False,False
2019,2600000,9500,True,False,False,False,True,False,False,False,False,False,False
2012,300000,50000,False,False,False,True,True,False,True,False,False,False,False
2012,295000,90000,True,False,False,False,True,False,True,False,False,False,False
2013,650000,45839,False,False,False,True,False,False,True,False,False,False,False
2010,200000,74510,False,False,False,True,False,False,True,False,False,False,False
2009,130000,87293,False,False,False,True,False,False,True,False,False,False,False
2012,250000,156040,True,False,False,False,False,False,True,False,False,False,False
2004,400000,93415,True,False,False,False,False,False,True,False,False,False,False
2017,430000,101159,False,False,False,True,False,False,True,False,False,False,False
2015,170000,80000,False,False,False,True,True,False,True,False,True,False,False
2019,450000,12000,False,False,False,True,True,False,True,False,False,False,False
2013,350000,90000,False,False,False,True,True,False,True,False,False,False,False
2011,130000,68519,False,False,False,True,False,False,True,False,False,False,False
2012,180000,55130,True,False,False,False,False,False,True,False,False,False,False
2014,475000,65239,False,False,False,True,False,False,True,False,False,False,False
2015,470000,58182,False,False,False,True,False,False,True,False,False,False,False
2012,200000,91245,True,False,False,False,False,False,True,False,False,False,False
2013,650000,102989,True,False,False,False,False,False,True,False,False,False,False
2010,400000,50000,False,False,False,True,True,False,True,False,False,False,False
2000,100000,120000,False,False,False,True,True,False,True,False,False,False,False
2014,409999,90000,True,False,False,False,True,False,True,False,False,False,False
2018,640000,25000,True,False,False,False,True,False,True,False,False,False,False
2007,160000,80000,False,False,False,True,True,False,True,False,True,False,False
2013,182000,100000,True,False,False,False,True,False,True,False,False,False,False
2018,750000,70000,True,False,False,False,True,False,True,False,False,False,False
2002,150000,50000,True,False,False,False,True,False,True,False,False,False,True
2008,80000,100000,False,False,False,True,True,False,True,False,True,False,False
2016,240000,90000,True,False,False,False,True,False,True,False,False,False,True
2005,60000,60000,False,False,False,True,True,False,True,False,False,False,True
2007,70000,120000,False,False,False,True,True,False,True,False,False,False,True
2008,285000,90000,True,False,False,False,True,False,False,False,True,False,False
2015,350000,60000,True,False,False,False,True,False,True,False,True,False,False
2015,699000,30000,True,False,False,False,True,False,True,False,True,False,False
2011,275000,108000,True,False,False,False,True,False,True,False,True,False,False
2012,350000,160000,True,False,False,False,True,False,True,False,True,False,False
2006,135000,90000,False,False,False,True,True,False,True,False,False,False,True
2010,325000,120000,True,False,False,False,True,False,True,False,False,False,True
2012,650000,102000,True,False,False,False,True,False,True,False,True,False,False
2009,300000,178000,True,False,False,False,True,False,True,False,True,False,False
2014,1200000,200000,True,False,False,False,True,False,True,False,True,False,False
2012,450000,60000,False,False,False,True,False,False,True,False,False,False,False
2019,425000,3000,False,False,False,True,True,False,True,False,False,False,False
2006,150000,75118,False,False,False,True,True,False,True,False,True,False,False
2013,290000,140000,True,False,False,False,True,False,True,False,True,False,False
2014,335000,60000,False,False,False,True,True,False,True,False,True,False,False
2006,120000,79000,False,False,False,True,False,False,True,True,False,False,False
2005,20000,25000,False,False,False,True,True,False,True,False,True,False,False
2005,250000,70000,False,False,False,True,True,False,True,False,False,False,False
2008,120000,41723,False,False,False,True,True,False,True,False,True,False,False
2010,250000,70000,False,False,False,True,True,False,True,False,False,False,False
2012,220000,70000,True,False,False,False,True,False,True,False,True,False,False
2005,61000,4637,False,False,False,True,True,False,True,False,True,False,False
2016,620000,70000,True,False,False,False,True,False,True,False,False,False,False
2014,425000,100000,True,False,False,False,True,False,True,False,True,False,False
2009,85000,120000,True,False,False,False,True,False,True,False,True,False,False
2015,270000,40000,True,False,False,False,True,False,True,False,True,False,False
2009,180000,220000,True,False,False,False,True,False,True,False,False,False,False
2018,300000,20000,False,False,False,True,True,False,True,False,False,False,False
2017,800000,19000,False,False,False,True,True,False,True,False,False,False,False
2009,125000,95000,True,False,False,False,True,False,True,False,True,False,False
2017,450000,30000,False,False,False,True,True,False,True,False,False,False,False
2012,450000,42655,True,False,False,False,True,False,True,False,False,False,False
2017,250000,43000,False,False,False,True,True,False,True,False,True,False,False
2012,725000,70000,True,False,False,False,True,False,True,False,False,False,False
2010,250000,55000,False,False,False,True,True,False,True,False,False,False,False
2010,99000,80000,True,False,False,False,True,False,True,False,True,False,False
2017,350000,55000,False,False,False,True,True,False,True,False,False,False,False
2018,511000,70000,False,False,False,True,True,False,True,False,False,False,False
2012,300000,80000,True,False,False,False,True,False,True,False,False,False,False
2010,1100000,110000,False,False,False,True,True,False,False,False,False,False,False
2010,125000,60000,False,False,False,True,True,False,True,False,False,False,True
2018,500000,30000,False,False,False,True,True,False,True,False,False,False,False
2013,385000,80000,True,False,False,False,True,False,True,False,True,False,False
2012,350000,90000,False,False,False,True,True,False,True,False,False,False,False
2003,60000,50000,False,False,False,True,True,False,True,False,False,False,False
2012,300000,50000,False,False,False,True,True,False,True,False,False,False,False
2012,400000,70000,True,False,False,False,True,False,True,False,False,False,False
2014,550000,110000,True,False,False,False,True,False,True,False,False,False,False
2012,300000,80000,False,False,False,True,True,False,True,False,True,False,False
2012,250000,156000,True,False,False,False,True,False,True,False,False,False,False
2012,800000,180000,True,False,False,False,True,False,True,False,False,False,False
2018,300000,25000,False,False,False,True,True,False,True,False,False,False,False
2004,80000,120000,False,False,False,True,True,False,True,False,False,False,False
2020,1200000,11000,True,False,False,False,True,False,True,False,False,False,False
2017,355000,40000,False,False,False,True,True,False,False,False,False,False,False
2015,520000,50000,True,False,False,False,True,False,True,False,False,False,False
2012,500000,26000,True,False,False,False,True,False,True,False,False,False,False
2008,114999,30000,False,False,False,True,True,False,True,False,False,False,False
2014,1800000,50000,True,False,False,False,True,False,True,False,False,False,False
2018,800000,20000,True,False,False,False,True,False,True,False,False,False,False
2008,105000,30000,False,False,False,True,True,False,True,False,True,False,False
2011,135000,78000,False,False,False,True,True,False,True,False,False,False,False
2011,170000,40000,False,False,False,True,True,False,True,False,True,False,False
2014,550000,100000,False,False,False,True,True,False,True,False,False,False,False
2009,250000,70000,False,False,False,True,True,False,True,False,False,False,True
2014,650000,30000,True,False,False,False,True,False,True,False,True,False,False
2008,210000,77000,False,False,False,True,True,False,False,False,False,False,True
2011,260000,150000,True,False,False,False,True,False,True,False,False,False,False
2016,750000,69000,True,False,False,False,True,False,True,False,False,False,False
2016,1350000,120000,True,False,False,False,True,False,False,False,False,False,False
2012,220000,120000,True,False,False,False,True,False,True,False,True,False,False
2008,110000,110000,False,False,False,True,True,False,True,False,True,False,False
2017,1230000,70000,True,False,False,False,True,False,False,False,False,False,False
2013,220000,110000,True,False,False,False,True,False,True,False,False,False,False
2009,130000,50000,True,False,False,False,True,False,True,False,False,False,False
2012,330000,44000,False,False,False,True,True,False,True,False,False,False,False
2010,254999,90000,False,False,False,True,True,False,True,False,True,False,False
2014,600000,50000,False,False,False,True,True,False,True,False,True,False,False
2012,210000,50000,False,False,False,True,True,False,True,False,False,False,False
2014,300000,146000,True,False,False,False,True,False,True,False,False,False,False
2018,426000,15000,False,False,False,True,True,False,False,False,False,False,False
2015,265000,60000,False,False,False,True,True,False,True,False,False,False,False
2016,450000,35000,False,False,False,True,True,False,True,False,True,False,False
2012,480000,80000,True,False,False,False,True,False,True,False,False,False,False
2010,40000,90000,False,False,False,True,True,False,True,False,False,False,False
2011,395000,70000,False,False,False,True,True,False,True,False,True,False,False
2013,229999,62000,False,False,False,True,True,False,True,False,True,False,False
2018,875000,10000,False,False,False,True,True,False,False,False,False,False,False
2010,170000,80000,False,False,False,False,True,False,True,True,False,False,False
2015,500000,35000,False,False,False,True,True,False,True,False,True,False,False
2013,450000,1000,True,False,False,False,False,False,True,False,True,False,False
2018,3800000,10000,True,False,False,False,False,False,False,False,False,False,False
2013,1580000,86000,True,False,False,False,False,False,False,False,False,False,False
2019,4950000,30000,True,False,False,False,False,False,False,False,False,False,False
2016,535000,52600,True,False,False,False,True,False,True,False,False,False,False
2012,225000,110000,False,False,False,True,True,False,True,False,True,False,False
2017,550000,19890,False,False,False,True,False,False,False,False,False,False,False
2016,670000,7104,False,False,False,True,False,True,True,False,False,False,False
2015,625000,11918,False,False,False,True,False,True,True,False,False,False,False
2017,520000,10510,False,False,False,True,False,False,False,False,False,False,False
2016,239000,41000,False,False,False,True,False,False,True,False,False,False,False
2017,2600000,47162,True,False,False,False,False,True,False,False,False,False,False
